
Host: asax029.asc.edu

Timers On : Tue Dec  3 15:12:11 2024
Timers Off: Tue Dec  3 15:12:36 2024

Wall Time:       24.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Trans (OV|OV)                       :      0.017u      0.000s      0.090w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.000w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.000w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.000u      0.017s      0.017w      1 calls
MP2 Energy                          :      0.000u      0.000s      0.017w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.067u      0.000s      0.049w      2 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.009w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.047w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      2 calls
HF: Guess                           :      0.067u      0.017s      0.042w      2 calls
| SAD Guess                         :      0.050u      0.000s      0.041w      2 calls
HF: Form G                          :      0.000u      0.000s      0.002w     24 calls
| JK: D                             :      0.000u      0.000s      0.000w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
| JK: JK                            :      0.000u      0.000s      0.001w     24 calls
| | PK computes JK                  :      0.000u      0.000s      0.001w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.000w     24 calls
HF: Form D                          :      0.000u      0.000s      0.000w     24 calls
HF: DIIS                            :      0.483u      0.067s      0.354w     22 calls
HF: Form C                          :      0.017u      0.000s      0.006w     22 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.004w      2 calls
trans_ints                          :      0.017u      0.000s      0.098w      1 calls
| Trans (OV|OV)                     :      0.017u      0.000s      0.090w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.000w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.000w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.000u      0.017s      0.017w      1 calls
MP2 Energy                          :      0.000u      0.000s      0.017w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Wed Dec  4 13:26:26 2024
Timers Off: Wed Dec  4 13:26:38 2024

Wall Time:       11.69 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.217u      0.017s      1.345w      2 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.044w      6 calls
HF: Form core H                     :      0.017u      0.000s      0.029w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      2 calls
HF: Guess                           :      0.117u      0.000s      0.062w      2 calls
SAD Guess                           :      0.100u      0.000s      0.060w      2 calls
HF: Form G                          :      0.083u      0.000s      0.022w     24 calls
JK: D                               :      0.000u      0.000s      0.000w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :      0.083u      0.000s      0.021w     24 calls
PK computes JK                      :      0.083u      0.000s      0.021w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.000w     24 calls
HF: Form D                          :      0.000u      0.000s      0.000w     24 calls
HF: DIIS                            :      0.483u      0.050s      0.357w     22 calls
HF: Form C                          :      0.017u      0.000s      0.014w     22 calls
trans_ints                          :      0.217u      0.067s      0.253w      1 calls
Trans (OV|OV)                       :      0.217u      0.067s      0.241w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.002w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.002w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.002w      1 calls
T2(1)                               :      0.000u      0.000s      0.049w      1 calls
MP2 Energy                          :      0.017u      0.017s      0.020w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.217u      0.017s      1.345w      2 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.030w      4 calls
HF: Form core H                     :      0.017u      0.000s      0.029w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      2 calls
HF: Guess                           :      0.117u      0.000s      0.062w      2 calls
| SAD Guess                         :      0.100u      0.000s      0.060w      2 calls
HF: Form G                          :      0.083u      0.000s      0.022w     24 calls
| JK: D                             :      0.000u      0.000s      0.000w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
